customer_city,customer_state,geolocation_lat,geolocation_lng,total_orders,total_sales
aparecida de goiania,GO,-16.76050404896935,-49.27223580522195,1,59.9
aparecida de goiania,GO,-16.758755178879674,-49.255785808799686,3,192.2
aparecida de goiania,GO,-16.757760238926554,-49.21401552746121,4,310.19
aparecida de goiania,GO,-16.75497198934697,-49.31859334216938,1,56.99
aparecida de goiania,GO,-16.75351968070589,-49.26328917668249,2,329.7
aparecida de goiania,GO,-16.752305085194173,-49.281126222749315,1,99.99
aparecida de goiania,GO,-16.750497132009393,-49.224577049093455,11,596.28
aparecida de goiania,GO,-16.750328089933973,-49.295551383550404,4,167.89
aparecida de goiania,GO,-16.744576442862968,-49.27044851139697,8,501.86
aparecida de goiania,GO,-16.73986237318975,-49.23957169256309,2,194.89
aparecida de goiania,GO,-16.73966185131914,-49.25839669985379,3,524.79
aparecida de goiania,GO,-16.738582451821323,-49.244637529962326,5,663.0
aparecida de monte alto,SP,-21.59533285617727,-48.12446105412283,1,179.9
aparecida de sao manuel,SP,-22.731143832409984,-48.61068860654759,2,226.3
aparecida do rio negro,TO,-9.950409822060305,-47.975271675045946,1,115.0
aparecida do taboado,MS,-20.080651275371537,-51.10642297448527,7,2531.9
aperibe,RJ,-21.62582998898821,-42.10489089799902,12,1464.94
apiaca,ES,-21.153323461585163,-41.56743108039142,6,434.28
apiai,SP,-24.5103902774688,-48.84405829786659,6,547.5699999999999
apiuna,SC,-27.03913714021548,-49.387627154204594,7,1320.6
apodi,RN,-5.6608569705782,-37.797452609510444,3,377.89
apora,BA,-13.4688355351923,-39.240259895855324,1,44.9
apore,GO,-18.962628411703154,-51.92694163039694,1,134.64
apuarema,BA,-13.856428388404744,-39.744409767080825,1,169.99
apucarana,PR,-23.570884731488974,-51.4421049073579,3,325.7
apucarana,PR,-23.569519310799592,-51.45601790409828,1,141.12
apucarana,PR,-23.569465190152844,-51.46762547683917,10,524.0699999999999
apucarana,PR,-23.563589673310283,-51.454647147806256,2,179.82
apucarana,PR,-23.561813189234567,-51.44324696759992,1,27.9
apucarana,PR,-23.55735761468632,-51.48681824634586,7,1200.68
apucarana,PR,-23.554826632350057,-51.45069562281261,1,199.0
apucarana,PR,-23.554477080661936,-51.46575603144136,12,1357.3
apucarana,PR,-23.553924661670028,-51.42889211783705,4,124.89
apucarana,PR,-23.54647439105625,-51.43800364481964,2,768.8
apucarana,PR,-23.54060080145267,-51.45119611921,3,1416.9
apucarana,PR,-23.540358970941913,-51.44209907235756,1,89.9
apucarana,PR,-23.532455338081075,-51.4563926361493,3,238.29000000000002
apucarana,PR,-23.52629223078942,-51.433793220384665,1,89.99
apuiares,CE,-3.9469180609449297,-39.43145217180362,2,339.89
aquidaba,SE,-10.284765595865087,-37.01929312421029,1,89.0
aquidauana,MS,-20.467619302049197,-55.783090950473536,3,100.8
aquiraz,CE,-3.912322652354214,-38.376434985468876,1,370.0
aracaju,SE,-11.095856932967758,-37.13955066720921,1,1670.0
aracaju,SE,-11.069171319178423,-37.12184892858972,2,147.9
aracaju,SE,-11.009100371524916,-37.07712375730506,1,16.04
aracaju,SE,-10.995290040044722,-37.07824370932089,2,127.89
aracaju,SE,-10.991093025384375,-37.06067264161812,8,588.14
aracaju,SE,-10.9742077653413,-37.11147272292954,1,129.9
aracaju,SE,-10.971621542574368,-37.06734085812269,8,779.8199999999999
aracaju,SE,-10.971442688185936,-37.04572365122985,13,1792.46
aracaju,SE,-10.970928967723804,-37.080983169513544,5,308.89
aracaju,SE,-10.970192918436357,-37.055876729900504,13,2087.81
aracaju,SE,-10.965782153905561,-37.090233071433495,5,464.28000000000003
aracaju,SE,-10.95218213462681,-37.071899222286675,4,826.84
aracaju,SE,-10.94656974859965,-37.05723927128492,2,339.8
aracaju,SE,-10.944346611665654,-37.108649385021664,2,224.9
aracaju,SE,-10.942160880002492,-37.07095378394634,9,749.9300000000001
aracaju,SE,-10.941620988600222,-37.06357671975206,8,910.59
aracaju,SE,-10.940341097961172,-37.08177405158293,13,860.99
aracaju,SE,-10.93955034544502,-37.07455227943987,2,1374.99
aracaju,SE,-10.938410731143044,-37.05714864189226,13,2706.5699999999997
aracaju,SE,-10.933659640528752,-37.078849409032145,7,1573.3000000000002
aracaju,SE,-10.932214518629301,-37.06606772200168,10,1600.4
aracaju,SE,-10.930242851157969,-37.05169080950513,13,3519.93
aracaju,SE,-10.926518032378095,-37.063537926753256,11,2004.44
aracaju,SE,-10.922406650065621,-37.05085280943781,7,1400.79
aracaju,SE,-10.919017101170654,-37.06391361774778,3,523.8
aracaju,SE,-10.91741858642422,-37.08039626822076,2,264.89
aracaju,SE,-10.915091555575323,-37.07258961553335,2,107.0
aracaju,SE,-10.914798799384592,-37.08484479800094,4,427.79
aracaju,SE,-10.913110813044037,-37.0617440450815,4,933.49
aracaju,SE,-10.912450687557357,-37.05343453122495,9,1545.58
aracaju,SE,-10.911327927936012,-37.082550183617094,1,24.99
aracaju,SE,-10.906642347739764,-37.08134128723086,2,845.9
aracaju,SE,-10.90222576109962,-37.07553769756351,3,223.69
aracaju,SE,-10.90150986321407,-37.06910993197745,3,568.9
aracaju,SE,-10.898652277739844,-37.06144198000048,3,314.96999999999997
aracaju,SE,-10.897385022112969,-37.053243073427566,4,445.67
aracaju,SE,-10.895664917664018,-37.09558197849862,6,1011.49
aracaju,SE,-10.89454764975538,-37.081855714053674,5,626.29
aracaju,SE,-10.892619450325334,-37.053014393777325,1,64.99
aracaju,SE,-10.886335918704054,-37.06247652903858,1,349.9
aracariguama,SP,-23.434370516019598,-47.06736198733114,8,616.88
aracati,CE,-4.566714237937559,-37.76420388407891,21,2629.54
aracatu,BA,-14.417742491973552,-41.44989365700188,1,75.99
aracatuba,SP,-21.232308702656155,-50.46392319046967,5,349.68
aracatuba,SP,-21.232151412095455,-50.42328276921461,1,129.9
aracatuba,SP,-21.227635317928385,-50.43629630801112,5,761.7
aracatuba,SP,-21.227537006658547,-50.45588703268647,9,839.27
aracatuba,SP,-21.22265402601631,-50.44648724527548,11,2324.94
aracatuba,SP,-21.220091286892753,-50.41656092527555,11,761.28
aracatuba,SP,-21.21730763590336,-50.468755150100804,5,598.79
aracatuba,SP,-21.21341343877384,-50.45480090954099,8,886.99
aracatuba,SP,-21.21267464200527,-50.434138792952936,9,2348.87
aracatuba,SP,-21.211705991894554,-50.40363945155295,2,43.89
aracatuba,SP,-21.20829301483963,-50.440377445322774,11,1175.97
aracatuba,SP,-21.206639681687747,-50.42442813401057,3,234.89000000000001
aracatuba,SP,-21.205636066227097,-50.465432093614616,5,263.7
aracatuba,SP,-21.201786668449525,-50.45806674629396,6,631.5899999999999
aracatuba,SP,-21.200679906466263,-50.47847522594972,1,86.9
aracatuba,SP,-21.19657051682266,-50.44251106613128,13,1307.8600000000001
aracatuba,SP,-21.193288718426633,-50.45279406867943,7,946.68
aracatuba,SP,-21.19324094899647,-50.42907976182889,1,100.0
aracatuba,SP,-21.186663863486476,-50.428373461773226,2,164.99
aracatuba,SP,-21.18603439619959,-50.459283458495186,5,335.70000000000005
aracatuba,SP,-21.17263500549719,-50.449305508202784,5,518.59
aracatuba,SP,-21.1707642530602,-50.46967140971231,1,158.0
aracatuba,SP,-21.169917105554646,-50.43855197921924,12,1619.21
arace,ES,-20.010857207379935,-40.79846476486159,4,413.4
araci,BA,-11.335260862257696,-38.96194718415279,3,277.87
aracitaba,MG,-21.341162438544124,-43.37755847112716,2,119.80000000000001
aracoiaba,CE,-4.398558702292383,-38.76904696367999,3,497.79999999999995
aracoiaba,PE,-7.788981425274833,-35.088852685542996,2,78.67
aracoiaba da serra,SP,-23.515283983306002,-47.61018378267268,11,1511.5700000000002
aracruz,ES,-19.92700998308417,-40.143464044043945,7,847.07
aracruz,ES,-19.895311394878437,-40.0991007353037,2,64.89
aracruz,ES,-19.835260030529938,-40.261549576521105,6,388.70000000000005
aracruz,ES,-19.831754489582025,-40.27247536739889,6,526.54
aracruz,ES,-19.824159235073566,-40.26429872543493,9,1044.1
aracruz,ES,-19.82256891358971,-40.27108349346427,6,932.4
aracruz,ES,-19.82225062605563,-40.06303351092967,2,157.48000000000002
aracuai,MG,-16.882338803976648,-42.08993711129527,9,1362.98
aragarcas,GO,-15.91083602415266,-52.232512027994474,3,156.88
aragoiania,GO,-16.911487435484606,-49.44975502260816,1,112.9
araguacu,TO,-12.927970803068616,-49.82627300068317,1,129.5
araguaia,ES,-20.41550908384522,-40.64411836054274,1,49.0
araguaina,TO,-7.223332021171614,-48.23804783497878,1,99.99
araguaina,TO,-7.208060814694318,-48.20287963367669,6,1652.79
araguaina,TO,-7.202188555675938,-48.2325150283776,2,82.89
araguaina,TO,-7.200586401719995,-48.21000716924815,3,250.89
araguaina,TO,-7.199698939950062,-48.218470629449776,1,39.99
araguaina,TO,-7.197694201747723,-48.22419733491657,1,160.56
araguaina,TO,-7.197547887193864,-48.19871468334504,4,1042.8899999999999
araguaina,TO,-7.193865577197301,-48.22455913346658,1,1999.0
araguaina,TO,-7.193500853204221,-48.20907457718583,3,249.75000000000003
araguaina,TO,-7.1890787268034195,-48.20766259906818,2,196.0
araguaina,TO,-7.188659381423929,-48.192818535047564,1,27.99
araguaina,TO,-7.1850117483953,-48.2146592701718,2,236.99
araguaina,TO,-7.183268124215672,-48.20520223687425,8,793.0799999999999
araguaina,TO,-7.172454169046918,-48.20188144663083,3,551.98
araguana,MA,-2.9505096665532773,-45.66542619168681,1,119.0
araguapaz,GO,-15.098425662944779,-50.617515281317765,2,120.9
araguari,MG,-18.66100251186824,-48.1809791800025,3,179.98
araguari,MG,-18.660782247285137,-48.18960919009722,1,2399.0
araguari,MG,-18.657048010586077,-48.20933347554194,3,104.89
araguari,MG,-18.652644433692657,-48.192235480006914,22,4260.67
araguari,MG,-18.645099494741665,-48.20499335469828,8,595.48
araguari,MG,-18.642201383387075,-48.17801460034548,5,959.0
araguari,MG,-18.634824794686104,-48.20473047781967,6,1417.4
araguari,MG,-18.63091751905351,-48.18952481796858,6,953.0999999999999
araguatins,TO,-5.650280663884922,-48.12128374688021,5,681.98
aramari,BA,-12.091330630741258,-38.5003316145126,2,167.4
arame,MA,-4.8897314492920385,-46.00677976876072,1,29.99
aramina,SP,-20.092201099659754,-47.79068484733614,1,97.9
arandu,SP,-23.136564843736068,-49.05444039853914,3,235.60000000000002
arantina,MG,-21.91515898275318,-44.25360039856993,1,180.0
arapei,SP,-22.67367247295803,-44.446542673956124,2,324.89
arapiraca,AL,-9.780292535913643,-36.638107098974785,3,185.78
arapiraca,AL,-9.76633315087035,-36.648368952495,1,559.6
arapiraca,AL,-9.762308670177775,-36.66186146327258,3,672.1800000000001
arapiraca,AL,-9.754148588158948,-36.650580338499516,1,69.0
arapiraca,AL,-9.752028855259624,-36.66119720649593,3,2571.89
arapiraca,AL,-9.750486268406371,-36.67025543735731,3,979.4
arapiraca,AL,-9.748612992172763,-36.64327251503135,1,29.99
arapiraca,AL,-9.744918482262285,-36.65228572185717,5,1310.37
arapiraca,AL,-9.742353267111577,-36.668854706337854,1,386.75
arapiraca,AL,-9.742123376677789,-36.656404204334926,4,1672.88
arapiraca,AL,-9.736775346897518,-36.66277671590849,2,79.89
arapiraca,AL,-9.732249599240678,-36.67364367685701,2,210.98000000000002
arapoema,TO,-7.656670780626437,-49.06430152660563,1,55.9
araponga,MG,-20.6671706287898,-42.52110705532634,2,239.9
arapongas,PR,-23.427901225690107,-51.42388542180935,3,313.76
arapongas,PR,-23.424820380972882,-51.433661455899596,1,259.9
arapongas,PR,-23.4189654102501,-51.43219700397672,2,76.9
arapongas,PR,-23.414867372419952,-51.444119935095515,4,1395.88
arapongas,PR,-23.4113463313012,-51.456941759624996,3,170.88
arapongas,PR,-23.410186232406375,-51.43533751913039,5,2342.7
arapongas,PR,-23.409197664150433,-51.43758719780282,2,118.0
arapongas,PR,-23.408572942829053,-51.42299747613877,1,175.0
arapongas,PR,-23.39370548478192,-51.424410974802846,2,309.0
arapongas,PR,-23.393188641236925,-51.419884975930565,3,356.46999999999997
arapongas,PR,-23.39099271619536,-51.41713700327699,2,283.9
arapongas,PR,-23.390606579747445,-51.44664446905575,4,522.67
arapora,MG,-18.43362550795021,-49.18567170784165,5,1144.38
arapoti,PR,-24.142597510300845,-49.82236722660047,9,966.97
arapua,MG,-19.03641623988676,-46.1522510525546,1,89.0
araputanga,MT,-15.46944533964881,-58.34773170554173,4,517.45
araquari,SC,-26.407378348238257,-48.75811272641001,11,993.25
arara,PB,-6.8277176355033395,-35.76039334973399,1,109.9
ararangua,SC,-28.95312281883734,-49.49939694824806,2,109.89
ararangua,SC,-28.945863731081218,-49.48379647617015,3,253.7
ararangua,SC,-28.944044468843746,-49.49918340607663,6,1075.47
ararangua,SC,-28.939009074598115,-49.46717344799409,3,324.89
ararangua,SC,-28.935732876825327,-49.48086944377984,4,482.59999999999997
araraquara,SP,-21.82152967191702,-48.14485939614036,8,801.1700000000001
araraquara,SP,-21.805778579166546,-48.18222241540426,17,1789.64
araraquara,SP,-21.804400431472423,-48.16063426334249,10,1022.44
araraquara,SP,-21.80269733608869,-48.205259611524006,1,59.0
araraquara,SP,-21.790782716262665,-48.185502465188435,32,5530.73
araraquara,SP,-21.781324254660284,-48.14382108750103,13,1708.57
araraquara,SP,-21.78007637120952,-48.15914226625744,23,4456.9400000000005
araraquara,SP,-21.772225708483823,-48.18022222658397,20,2095.32
araraquara,SP,-21.76715857542242,-48.19822719379917,6,187.63
araraquara,SP,-21.751257937325867,-48.15881579410835,13,1631.1100000000001
araraquara,SP,-21.748456970942197,-48.186046468398914,7,589.3
araras,SP,-22.379486304301004,-47.379882475922344,6,553.04
araras,SP,-22.37006124500208,-47.38887462828356,11,1784.49
araras,SP,-22.36916997475874,-47.362793483002676,21,2328.86
araras,SP,-22.36459021058877,-47.394984516372936,5,396.78999999999996
araras,SP,-22.35605528854832,-47.32474977930578,1,289.9
araras,SP,-22.355359127465096,-47.384915976643846,16,3570.77
araras,SP,-22.35406719356518,-47.33509488865542,3,284.8
araras,SP,-22.349908077989376,-47.40075340499851,12,1490.99
araras,SP,-22.34640471097112,-47.36901614515177,5,732.03
araras,SP,-22.33625019177183,-47.38116671311143,13,1755.71
arari,MA,-3.450955216573816,-44.77844191510273,2,708.8
ararica,RS,-29.62040581051365,-50.92767520814332,2,187.0
araripe,CE,-7.198190230663674,-40.141118021081645,1,129.6
araripina,PE,-7.577678685814366,-40.501362066517,11,1070.58
araruama,RJ,-22.86965694518422,-42.321414936246086,74,16889.31
araruna,PB,-6.534118134203998,-35.743283898915735,1,129.9
araruna,PR,-23.929495728966735,-52.50064919097112,4,429.97
arataca,BA,-15.261549087667621,-39.416715230662405,1,795.0
aratiba,RS,-27.393878979446516,-52.30079208837952,1,92.5
aratuba,CE,-4.419358212248046,-39.04633611936836,2,343.9
araucaria,PR,-25.612764068813906,-49.37234951517324,10,452.45
araucaria,PR,-25.598513896748226,-49.38893006212152,9,683.37
araucaria,PR,-25.590865340837354,-49.40299274485168,9,806.09
araucaria,PR,-25.587446676750563,-49.38348516319561,4,105.39
araucaria,PR,-25.582394670163957,-49.40533988594558,1,19.9
araucaria,PR,-25.574237641971923,-49.41083979141846,5,1325.26
araucaria,PR,-25.564537684252358,-49.39532110345252,4,540.8
araucaria,PR,-25.544926406672577,-49.38611701246357,5,549.25
araucaria,PR,-25.544521880722883,-49.36104447895513,7,603.59
araujos,MG,-19.94457443092869,-45.16634204091043,5,2490.5
araxa,MG,-19.605227525304734,-46.92587490743116,16,3625.27
araxa,MG,-19.601855530716918,-46.94478152003333,12,1956.17
araxa,MG,-19.59656150595795,-46.9374884832494,24,4915.48
araxa,MG,-19.582399237133544,-46.953795723294085,15,1840.33
araxa,MG,-19.575738799221277,-46.93172776145897,8,709.1700000000001
arceburgo,MG,-21.364132750962657,-46.93989548487439,7,924.14
arcos,MG,-20.288301513728257,-45.541300693446196,25,5391.7300000000005
arcoverde,PE,-8.419893014226949,-37.05670084604081,3,276.9
arcoverde,PE,-8.414747298654063,-37.06880642687475,1,139.0
arcoverde,PE,-8.41262365605496,-37.063099419134986,1,99.9
areado,MG,-21.35871206261818,-46.1449665979704,6,1246.69
areal,RJ,-22.243707999292415,-43.09854917159979,7,1152.18
arealva,SP,-22.02950145575722,-48.91356673220313,3,176.69
areia,PB,-6.96672904710812,-35.70250563207212,2,119.80000000000001
areia branca,RN,-4.956031992866762,-37.12783949027907,3,183.6
areia branca dos assis,PR,-10.47824576489704,-41.01273995996873,3,462.54
areial,PB,-7.048617955582523,-35.92421174107332,1,159.9
areias,SP,-22.582287289027455,-44.69615578487731,3,441.86
areiopolis,SP,-22.673653276922302,-48.66588290743374,3,896.49
arembepe,BA,-12.724844654264318,-38.216389601246426,2,429.7
arenapolis,MT,-14.460089676675953,-56.84269476021982,2,328.85
arenopolis,GO,-16.385489638361854,-51.55956684307419,1,108.9
arinos,MG,-15.920350682439093,-46.10773503284158,8,752.0699999999999
aripuana,MT,-10.185039835290205,-59.460581802148454,8,1124.78
ariquemes,RO,-9.910598282583434,-63.04023428820199,5,677.4
ariquemes,RO,-9.910053292877443,-63.01413924048688,1,149.99
ariquemes,RO,-9.908502986231241,-63.026814467602215,2,758.99
ariquemes,RO,-9.9031470369918,-63.03373155392542,2,2139.0
ariquemes,RO,-9.899065156513377,-63.06167211251028,1,39.9
ariquemes,RO,-9.891410157473626,-63.04214782124408,2,359.69
ariranha,SP,-21.189588340616634,-48.78771758700769,5,531.49
armacao dos buzios,RJ,-22.766572484803717,-41.908675205986285,28,4817.41
armazem,SC,-28.259765661012782,-49.017760094190386,2,249.9
arneiroz,CE,-6.325943690618894,-40.15613983579525,2,349.6
aroeiras,PB,-7.546247807895233,-35.70730669344224,1,149.99
arraial d ajuda,BA,-16.400187212609048,-39.26274691403601,1,72.62
arraial d'ajuda,BA,-16.400187212609048,-39.26274691403601,7,594.42
arraial do cabo,RJ,-22.96356603137059,-42.0506509016767,28,5176.55
arraias,TO,-12.92069951964487,-46.95008122252024,2,197.9
arroio do meio,RS,-29.394875869959982,-51.945171165133004,9,1400.22
arroio do sal,RS,-29.5409423986955,-49.88526690603356,7,918.97
arroio do tigre,RS,-29.333450448380372,-52.995051771964,2,285.0
arroio dos ratos,RS,-30.089920662146096,-51.73152450330508,9,1034.18
arroio grande,RS,-32.23566062512626,-53.078851281770035,3,336.77
arroio trinta,SC,-26.928511307806666,-51.335122525174846,1,169.9
arrozal,RJ,-22.594589669312334,-44.0307961050585,3,833.89
artur nogueira,SP,-22.571207861628345,-47.1657687687331,40,5949.7
aruana,GO,-14.925081878468896,-51.07954333755951,2,144.8
aruja,SP,-23.42010584722878,-46.36404690153762,2,77.99000000000001
aruja,SP,-23.41598366730682,-46.315863712631874,4,317.37
aruja,SP,-23.415885027103926,-46.321247507833306,3,145.39
aruja,SP,-23.414800376216878,-46.30248198721292,1,70.0
aruja,SP,-23.407026645928973,-46.32327742813022,5,980.66
aruja,SP,-23.406609398356522,-46.293051199615086,5,644.88
aruja,SP,-23.406306523317348,-46.36483792601541,1,65.0
aruja,SP,-23.405155780523586,-46.3429670137058,6,702.26
aruja,SP,-23.396334781814467,-46.314705695414155,8,624.49
aruja,SP,-23.396225427258642,-46.324075599173696,7,578.4100000000001
aruja,SP,-23.392560752083302,-46.3109386294863,2,399.9
aruja,SP,-23.38957426114359,-46.299710029692385,4,547.09
aruja,SP,-23.3891304354913,-46.32152216968716,6,552.87
aruja,SP,-23.38380237708849,-46.32344343196277,12,1331.57
arvoredo,SC,-27.078409010542018,-52.45510633727941,1,34.3
arvorezinha,RS,-28.87190543829348,-52.180111441190874,4,262.5
ascurra,SC,-26.95718708184798,-49.37627016510524,4,342.6
assai,PR,-23.375451280881514,-50.84580510209072,5,861.5699999999999
